Mandatory Clauses,8 - Operation,Clause-8.1,"Has the organization planned, implemented, and controlled the necessary processes to meet ISMS requirements and actions from Clause 6, by setting process criteria, controlling them accordingly, maintaining necessary documentation, managing planned and unintended changes, and ensuring control over externally provided processes, products, or services?"
Mandatory Clauses,8 - Operation,Clause-8.2,"Does the organization perform information security risk assessments at planned intervals or when significant changes occur, based on the established risk assessment criteria—and retain documented results of these assessments?"
Mandatory Clauses,8 - Operation,Clause-8.3,Has the organization implemented the information security risk treatment plan and retained documented information on the results of the treatment?
Mandatory Clauses,9 - Performance evaluation,Clause-9.1,"Has the organization determined what needs to be monitored and measured—including ISMS processes and controls—the methods to ensure valid results, the timing and responsible persons for monitoring and evaluation, and retained documented evidence of the results, including evaluations of ISMS performance and effectiveness?"
Mandatory Clauses,9 - Performance evaluation,Clause-9.2.1,"Does the organization conduct internal audits at planned intervals to verify that the ISMS conforms to both internal requirements and the standard, and that it is effectively implemented and maintained?"
Mandatory Clauses,9 - Performance evaluation,Clause-9.2.2,"Has the organization established and maintained an internal audit programme that defines frequency, methods, responsibilities, planning, and reporting—taking into account process importance and past audit results—and does it include defined criteria and scope, objective and impartial auditors, reporting to relevant management, and documented evidence of both the programme and its results?"
Mandatory Clauses,9 - Performance evaluation,Clause-9.3.1,"Does top management review the organization’s ISMS at planned intervals to ensure its continuing suitability, adequacy, and effectiveness?"
Mandatory Clauses,9 - Performance evaluation,Clause-9.3.2,"Does the management review include consideration of previous review actions, changes in internal/external issues and stakeholder expectations, feedback on ISMS performance (including trends in nonconformities, monitoring, audits, and objectives), feedback from interested parties, results of risk assessment and treatment, and opportunities for continual improvement?"
Mandatory Clauses,9 - Performance evaluation,Clause-9.3.3,"Do the results of the management review include decisions on continual improvement and necessary changes to the ISMS, and are these results documented?"
Mandatory Clauses,10 - Improvement,Clause-10.1,"Does the organization continually improve the suitability, adequacy, and effectiveness of its information security management system?"
Mandatory Clauses,10 - Improvement,Clause-10.2,"When a nonconformity occurs, does the organization take action to control and correct it, address the consequences, evaluate the need for corrective action to prevent recurrence, implement necessary actions, review their effectiveness, and update the ISMS if needed—with documented evidence of the nonconformity, actions taken, and corrective action results?"
Annex A Controls,A.5 - Organizational controls,Control-5.1,"Are the information security policy and topic-specific policies defined, approved by management, published, communicated to and acknowledged by relevant personnel and interested parties, and reviewed at planned intervals or when significant changes occur?"
Annex A Controls,A.5 - Organizational controls,Control-5.2,Are information security roles and responsibilities defined and allocated based on the organization’s needs?
Annex A Controls,A.5 - Organizational controls,Control-5.3,Are conflicting duties and areas of responsibility segregated to prevent unauthorized or unintentional actions?
Annex A Controls,A.5 - Organizational controls,Control-5.4,"Does management require all personnel to follow the established information security policy, topic-specific policies, and procedures?"
Annex A Controls,A.5 - Organizational controls,Control-5.5,Has the organization established and maintained contact with relevant authorities?
Annex A Controls,A.5 - Organizational controls,Control-5.6,"To what extent has the organization established and maintained contact with special interest groups, specialist security forums, or professional associations?"
Annex A Controls,A.5 - Organizational controls,Control-5.7,"Does the organization collect and analyze threat information to produce threat intelligence, as required?"
Annex A Controls,A.5 - Organizational controls,Control-5.8,Is information security consistently integrated into the organization’s project management processes?
Annex A Controls,A.5 - Organizational controls,Control-5.9,"Is an inventory of information and associated assets, including assigned owners, developed and maintained by the organization?"
Annex A Controls,A.5 - Organizational controls,Control-5.10,"Has the organization identified, documented, and implemented rules for acceptable use and handling of information and associated assets?"
Annex A Controls,A.5 - Organizational controls,Control-5.11,"Does the organization require and ensure the return of all its assets from personnel and other relevant parties upon change or termination of employment, contract, or agreement?"
Annex A Controls,A.5 - Organizational controls,Control-5.12,"Has the organization classified information in accordance with its security needs, considering confidentiality, integrity, availability, and relevant interested party requirements?"
Annex A Controls,A.5 - Organizational controls,Control-5.13,Has the organization established and implemented procedures for information labelling that align with its adopted information classification scheme?
Annex A Controls,A.5 - Organizational controls,Control-5.14,"Has the organization put in place rules, procedures, or agreements for all types of information transfer within the organization and with other parties?"
Annex A Controls,A.5 - Organizational controls,Control-5.15,Has the organization established and implemented rules to control physical and logical access to information and associated assets based on business and information security requirements?
Annex A Controls,A.5 - Organizational controls,Control-5.16,Is the organization managing the full life cycle of identities in accordance with its security and operational requirements?
Annex A Controls,A.5 - Organizational controls,Control-5.17,"Is there a management process in place to control the allocation and management of authentication information, including guidance for personnel on its appropriate handling?"
Annex A Controls,A.5 - Organizational controls,Control-5.18,"Are access rights to information and associated assets managed—provisioned, reviewed, modified, and removed—in accordance with the organization's access control policy and rules?"
Annex A Controls,A.5 - Organizational controls,Control-5.19,Has the organization established and implemented processes and procedures to manage the information security risks associated with using supplier products or services?
Annex A Controls,A.5 - Organizational controls,Control-5.20,"Has the organization established and agreed upon relevant information security requirements with each supplier, appropriate to the type of supplier relationship?"
Annex A Controls,A.5 - Organizational controls,Control-5.21,Has the organization established and implemented processes and procedures to manage the information security risks related to the ICT products and services supply chain?
Annex A Controls,A.5 - Organizational controls,Control-5.22,"Has the organization established processes to regularly monitor, review, evaluate, and manage changes in supplier information security practices and service delivery?"
Annex A Controls,A.5 - Organizational controls,Control-5.23,"Has the organization defined and implemented processes for acquiring, using, managing, and exiting from cloud services in alignment with its information security requirements?"
Annex A Controls,A.5 - Organizational controls,Control-5.24,"Has the organization planned and prepared for managing information security incidents by defining, establishing, and communicating the necessary processes, roles, and responsibilities?"
Annex A Controls,A.5 - Organizational controls,Control-5.25,Has the organization established a process to assess information security events and decide if they qualify as information security incidents?
Annex A Controls,A.5 - Organizational controls,Control-5.26,Is the organization responding to information security incidents according to its documented procedures?
Annex A Controls,A.5 - Organizational controls,Control-5.27,Does the organization utilize knowledge gained from information security incidents to enhance its information security controls?
Annex A Controls,A.5 - Organizational controls,Control-5.28,"Has the organization defined and implemented procedures to identify, collect, acquire, and preserve evidence related to information security events?"
Annex A Controls,A.5 - Organizational controls,Control-5.29,Has the organization developed plans to maintain information security at an appropriate level during disruptions?
Annex A Controls,A.5 - Organizational controls,Control-5.30,"Has the organization planned, implemented, maintained, and tested ICT readiness based on its business continuity objectives and ICT continuity requirements?"
Annex A Controls,A.5 - Organizational controls,Control-5.31,"Has the organization identified, documented, and maintained up-to-date legal, statutory, regulatory, and contractual requirements relevant to information security, including its approach to compliance?"
Annex A Controls,A.5 - Organizational controls,Control-5.32,Has the organization put in place appropriate procedures to ensure the protection of intellectual property rights?
Annex A Controls,A.5 - Organizational controls,Control-5.33,"Has the organization implemented measures to protect records from loss, destruction, falsification, unauthorized access, and unauthorized release?"
Annex A Controls,A.5 - Organizational controls,Control-5.34,"Has the organization identified and fulfilled the requirements related to privacy preservation and PII protection in accordance with relevant laws, regulations, and contractual requirements?"
Annex A Controls,A.5 - Organizational controls,Control-5.35,"Has the organization ensured that its approach to managing information security—covering people, processes, and technologies—is independently reviewed at planned intervals or when significant changes occur?"
Annex A Controls,A.5 - Organizational controls,Control-5.36,"Has the organization established a process to regularly review compliance with its information security policy, topic-specific policies, rules, and standards?"
Annex A Controls,A.5 - Organizational controls,Control-5.37,Has the organization documented operating procedures for information processing facilities and ensured they are available to personnel who require them?
Annex A Controls,A.6 - People controls,Control-6.1,"Has the organization implemented background verification checks for all candidates prior to employment and on an ongoing basis, aligned with applicable laws, ethics, business requirements, and risk levels?"
Annex A Controls,A.6 - People controls,Control-6.2,Have the organization’s employment contractual agreements defined the responsibilities of personnel and the organization regarding information security?
Annex A Controls,A.6 - People controls,Control-6.3,"Has the organization ensured that personnel and relevant interested parties receive appropriate information security awareness, training, and regular updates aligned with their job functions and responsibilities?"
Annex A Controls,A.6 - People controls,Control-6.4,Has the organization established and communicated a disciplinary process to address information security policy violations by personnel and other relevant interested parties?
Annex A Controls,A.6 - People controls,Control-6.5,"Has the organization defined, enforced, and communicated post-employment or role change information security responsibilities to relevant personnel and interested parties?"
Annex A Controls,A.6 - People controls,Control-6.6,"Has the organization identified, documented, regularly reviewed, and ensured the signing of confidentiality or non-disclosure agreements by personnel and relevant interested parties?"
Annex A Controls,A.6 - People controls,Control-6.7,"Has the organization implemented appropriate security measures to protect information accessed, processed, or stored outside its premises by remote personnel?"
Annex A Controls,A.6 - People controls,Control-6.8,Has the organization implemented a timely and appropriate mechanism for personnel to report observed or suspected information security events?
Annex A Controls,A.7 - Physical controls,Control-7.1,Has the organization defined and applied security perimeters to safeguard areas that contain information and associated assets?
Annex A Controls,A.7 - Physical controls,Control-7.2,Has the organization implemented appropriate entry controls and managed access points to protect secure areas?
Annex A Controls,A.7 - Physical controls,Control-7.3,"Has the organization designed and implemented physical security for its offices, rooms, and facilities?"
Annex A Controls,A.7 - Physical controls,Control-7.4,Has the organization implemented continuous monitoring of its premises to detect unauthorized physical access?
Annex A Controls,A.7 - Physical controls,Control-7.5,Has the organization established and implemented protections against physical and environmental threats and other risks to infrastructure?
Annex A Controls,A.7 - Physical controls,Control-7.6,Has the organization designed and implemented appropriate security measures for working in secure areas?
Annex A Controls,A.7 - Physical controls,Control-7.7,"Has the organization defined and enforced clear desk and clear screen rules to protect papers, removable storage media, and information processing facilities?"
Annex A Controls,A.7 - Physical controls,Control-7.8,Has the organization ensured that equipment is securely sited and appropriately protected?
Annex A Controls,A.7 - Physical controls,Control-7.9,Has the organization ensured that off-site assets are protected in accordance with its information security requirements?
Annex A Controls,A.7 - Physical controls,Control-7.10,"Has the organization implemented controls to manage storage media across its life cycle, in accordance with its classification scheme and handling requirements?"
Annex A Controls,A.7 - Physical controls,Control-7.11,Has the organization ensured that information processing facilities are protected from power failures and other supporting utility disruptions?
Annex A Controls,A.7 - Physical controls,Control-7.12,"Has the organization ensured that cables carrying power, data, or supporting information services are protected against interception, interference, and damage?"
Annex A Controls,A.7 - Physical controls,Control-7.13,"Has the organization implemented proper maintenance practices for equipment to safeguard the availability, integrity, and confidentiality of information?"
Annex A Controls,A.7 - Physical controls,Control-7.14,Has the organization implemented a process to verify that sensitive data and licensed software are removed or securely overwritten from equipment before disposal or re-use?
Annex A Controls,A.8 - Technological controls,Control-8.1,"Has the organization implemented measures to protect information stored on, processed by, or accessible via user endpoint devices?"
Annex A Controls,A.8 - Technological controls,Control-8.2,Has the organization implemented controls to restrict and manage the allocation and use of privileged access rights?
Annex A Controls,A.8 - Technological controls,Control-8.3,Has the organization implemented access restrictions to information and associated assets in accordance with its established access control policy?
Annex A Controls,A.8 - Technological controls,Control-8.4,"Has the organization implemented appropriate controls to manage read and write access to source code, development tools, and software libraries?"
Annex A Controls,A.8 - Technological controls,Control-8.5,Has the organization implemented secure authentication technologies and procedures aligned with information access restrictions and its topic-specific access control policy?
Annex A Controls,A.8 - Technological controls,Control-8.6,Has the organization implemented monitoring and adjustment of resource usage to align with current and expected capacity requirements?
Annex A Controls,A.8 - Technological controls,Control-8.7,Has the organization implemented protection against malware and ensured it is supported by appropriate user awareness?
Annex A Controls,A.8 - Technological controls,Control-8.8,"Has the organization implemented a process to obtain information about technical vulnerabilities, assess its exposure, and take appropriate action?"
Annex A Controls,A.8 - Technological controls,Control-8.9,"Has the organization established, documented, implemented, monitored, and reviewed configurations—including security configurations—for hardware, software, services, and networks?"
Annex A Controls,A.8 - Technological controls,Control-8.10,"Has the organization implemented procedures to delete information from systems, devices, or storage media when it is no longer needed?"
Annex A Controls,A.8 - Technological controls,Control-8.11,"Has the organization implemented data masking practices aligned with its access control and related policies, business needs, and applicable legal requirements?"
Annex A Controls,A.8 - Technological controls,Control-8.12,"Has the organization applied data leakage prevention measures to systems, networks, and any devices that process, store, or transmit sensitive information?"
Annex A Controls,A.8 - Technological controls,Control-8.13,"Has the organization implemented and regularly tested backup copies of information, software, and systems in accordance with its topic-specific backup policy?"
Annex A Controls,A.8 - Technological controls,Control-8.14,Has the organization implemented information processing facilities with sufficient redundancy to meet availability requirements?
Annex A Controls,A.8 - Technological controls,Control-8.15,"Has the organization implemented processes to produce, store, protect, and analyze logs that record activities, exceptions, faults, and other relevant events?"
Annex A Controls,A.8 - Technological controls,Control-8.16,"Has the organization implemented monitoring of networks, systems, and applications for anomalous behavior, and taken appropriate actions to evaluate potential information security incidents?"
Annex A Controls,A.8 - Technological controls,Control-8.17,Has the organization synchronized the clocks of its information processing systems to approved time sources?
Annex A Controls,A.8 - Technological controls,Control-8.18,Has the organization restricted and tightly controlled the use of utility programs that are capable of overriding system and application controls?
Annex A Controls,A.8 - Technological controls,Control-8.19,Has the organization implemented procedures and measures to securely manage software installation on operational systems?
Annex A Controls,A.8 - Technological controls,Control-8.20,"Has the organization secured, managed, and controlled networks and network devices to protect information in systems and applications?"
Annex A Controls,A.8 - Technological controls,Control-8.21,"Has the organization identified, implemented, and monitored security mechanisms, service levels, and service requirements for network services?"
Annex A Controls,A.8 - Technological controls,Control-8.22,"Has the organization segregated groups of information services, users, and information systems within its networks?"
Annex A Controls,A.8 - Technological controls,Control-8.23,Has the organization managed access to external websites to reduce exposure to malicious content?
Annex A Controls,A.8 - Technological controls,Control-8.24,"Has the organization defined and implemented rules for the effective use of cryptography, including cryptographic key management?"
Annex A Controls,A.8 - Technological controls,Control-8.25,Has the organization established and applied rules for the secure development of software and systems?
Annex A Controls,A.8 - Technological controls,Control-8.26,"Are Information security requirements identified, specified and approved when developing or acquiring applications?"
Annex A Controls,A.8 - Technological controls,Control-8.27,"Has the organization established, documented, maintained, and applied secure system engineering principles to its information system development activities?"
Annex A Controls,A.8 - Technological controls,Control-8.28,Are secure coding principles used in software development?
Annex A Controls,A.8 - Technological controls,Control-8.29,Has the organization defined and implemented security testing processes within the development life cycle?
Annex A Controls,A.8 - Technological controls,Control-8.30,"Does the organization direct, monitor and review activities related to outsourced system development?"
Annex A Controls,A.8 - Technological controls,Control-8.31,"Has the organization separated and secured development, testing, and production environments?"
Annex A Controls,A.8 - Technological controls,Control-8.32,Has the organization subjected changes to information processing facilities and information systems to change management procedures?
Annex A Controls,A.8 - Technological controls,Control-8.33,"Has the organization appropriately selected, protected, and managed test information?"
Annex A Controls,A.8 - Technological controls,Control-8.34,Has the organization planned and agreed audit tests and other assurance activities involving operational systems between the tester and appropriate management?
